cpf,hora,data,produto,preço,quantidade,pdv,operadora,operação,região,total
052.478.936-38,10:08,27/08/2022,Óleo,18.4,2,13,Pietra,pix,São Paulo,36.8
346.278.015-80,17:09,03/08/2022,Açúcar,25.5,2,11,Brenda,cartão_credito,Rio de Janeiro,51.0
741.095.638-01,21:54,05/08/2022,Leite,12.3,3,14,Elisa,dinheiro,Rio de Janeiro,36.9
376.028.415-90,09:16,11/08/2022,Leite,12.3,3,19,Brenda,pix,Rio Grande do Sul,36.9
504.361.289-42,21:54,18/08/2022,Macarrão,22.6,5,10,Elisa,cartão_credito,Rio Grande do Sul,113.0
514.380.692-51,15:38,17/08/2022,Feijão,15.5,10,20,Pietra,cartão_debito,Minas Gerais,155.0
367.450.192-99,09:08,10/08/2022,Açúcar,25.5,5,11,Julia,dinheiro,Minas Gerais,127.5
471.698.502-49,16:23,20/08/2022,Feijão,15.5,3,7,Elisa,dinheiro,Espírito Santo,46.5
108.597.462-67,22:48,07/08/2022,Feijão,15.5,9,15,Brenda,cartão_credito,Bahia,139.5
843.627.159-91,13:20,06/08/2022,Arroz,21.7,5,9,Cecília,cartão_debito,Rio Grande do Sul,108.5
123.596.487-64,08:12,23/08/2022,Arroz,21.7,5,8,Evelyn,pix,Minas Gerais,108.5
715.408.326-35,19:16,16/08/2022,Arroz,21.7,4,20,Julia,pix,São Paulo,86.8
324.568.901-24,19:22,04/08/2022,Arroz,21.7,6,8,Julia,cartão_debito,São Paulo,130.2
075.496.231-80,22:39,09/08/2022,Feijão,15.5,2,3,Elisa,dinheiro,São Paulo,31.0
710.824.635-07,15:36,18/08/2022,Óleo,18.4,8,5,Brenda,cartão_credito,Minas Gerais,147.2
753.429.806-74,21:48,16/08/2022,Leite,12.3,6,17,Cecília,dinheiro,Minas Gerais,73.8
645.238.179-28,22:28,19/08/2022,Macarrão,22.6,4,19,Evelyn,cartão_debito,Rio Grande do Sul,90.4
820.149.653-15,15:32,15/08/2022,Feijão,15.5,7,17,Elisa,dinheiro,Bahia,108.5
389.024.516-15,08:53,23/08/2022,Leite,12.3,3,14,Pietra,pix,Rio de Janeiro,36.9
258.904.137-32,18:23,09/08/2022,Óleo,18.4,8,6,Elisa,cartão_debito,Rio de Janeiro,147.2
638.975.412-46,21:42,27/08/2022,Feijão,15.5,10,14,Elisa,pix,Espírito Santo,155.0
164.397.850-01,22:44,22/08/2022,Arroz,21.7,5,1,Elisa,cartão_credito,Espírito Santo,108.5
167.430.859-01,21:24,21/08/2022,Arroz,21.7,8,7,Elisa,dinheiro,Minas Gerais,173.6
820.149.653-15,15:59,09/08/2022,Açúcar,25.5,4,2,Pietra,dinheiro,São Paulo,102.0
965.147.023-25,18:01,16/08/2022,Arroz,21.7,10,17,Cecília,pix,Minas Gerais,217.0
439.105.278-41,18:38,26/08/2022,Macarrão,22.6,10,15,Evelyn,cartão_credito,Rio de Janeiro,226.0
827.435.069-38,08:07,25/08/2022,Leite,12.3,2,1,Elisa,pix,Rio de Janeiro,24.6
407.516.839-57,09:35,24/08/2022,Óleo,18.4,2,2,Brenda,dinheiro,São Paulo,36.8
923.654.701-06,08:44,22/08/2022,Arroz,21.7,3,6,Julia,pix,São Paulo,65.1
523.784.106-62,12:16,17/08/2022,Feijão,15.5,5,21,Cecília,cartão_debito,Rio de Janeiro,77.5
238.401.796-96,15:52,09/08/2022,Leite,12.3,7,12,Pietra,cartão_credito,Rio de Janeiro,86.1
280.473.961-96,17:13,08/08/2022,Macarrão,22.6,2,17,Elisa,cartão_debito,Rio Grande do Sul,45.2
194.068.752-76,16:56,26/08/2022,Leite,12.3,5,18,Pietra,pix,Minas Gerais,61.5
351.809.762-86,09:17,15/08/2022,Açúcar,25.5,6,7,Elisa,cartão_debito,Espírito Santo,153.0
192.468.375-09,15:34,28/08/2022,Óleo,18.4,5,17,Elisa,pix,Espírito Santo,92.0
890.453.627-83,16:10,30/08/2022,Arroz,21.7,3,21,Brenda,dinheiro,São Paulo,65.1
759.243.068-10,20:33,23/08/2022,Macarrão,22.6,7,8,Elisa,dinheiro,Minas Gerais,158.2
329.175.640-16,22:30,05/08/2022,Macarrão,22.6,8,20,Pietra,cartão_debito,Rio Grande do Sul,180.8
543.167.802-71,13:28,15/08/2022,Açúcar,25.5,5,9,Evelyn,pix,Minas Gerais,127.5
067.815.243-80,18:22,27/08/2022,Arroz,21.7,1,13,Brenda,dinheiro,Minas Gerais,21.7
298.057.614-01,09:13,09/08/2022,Macarrão,22.6,2,2,Evelyn,cartão_credito,Rio de Janeiro,45.2
869.035.421-24,17:42,18/08/2022,Leite,12.3,3,19,Elisa,dinheiro,Minas Gerais,36.9
238.401.796-96,11:54,25/08/2022,Açúcar,25.5,1,8,Cecília,cartão_credito,Rio de Janeiro,25.5
457.160.893-48,10:31,05/08/2022,Arroz,21.7,5,1,Elisa,cartão_debito,Minas Gerais,108.5
280.473.961-96,18:16,07/08/2022,Açúcar,25.5,3,20,Julia,cartão_credito,Minas Gerais,76.5
346.278.015-80,20:36,20/08/2022,Macarrão,22.6,3,15,Evelyn,cartão_credito,Rio de Janeiro,67.8
143.570.926-80,12:07,24/08/2022,Óleo,18.4,10,21,Evelyn,cartão_credito,Rio Grande do Sul,184.0
710.824.635-07,10:27,21/08/2022,Feijão,15.5,8,17,Evelyn,dinheiro,Bahia,124.0
684.752.039-65,19:39,03/08/2022,Carne,37.0,10,21,Brenda,cartão_credito,Minas Gerais,370.0
250.367.491-70,14:48,08/08/2022,Macarrão,22.6,7,3,Elisa,dinheiro,Minas Gerais,158.2
257.631.980-77,09:16,08/08/2022,Feijão,15.5,8,12,Elisa,cartão_credito,Rio de Janeiro,124.0
329.854.760-38,13:36,02/08/2022,Leite,12.3,9,15,Pietra,pix,Minas Gerais,110.7
759.243.180-79,16:02,10/08/2022,Óleo,18.4,4,10,Brenda,cartão_debito,Rio de Janeiro,73.6
504.361.289-42,16:40,27/08/2022,Leite,12.3,1,10,Elisa,pix,Rio de Janeiro,12.3
487.596.230-47,16:32,09/08/2022,Açúcar,25.5,9,10,Evelyn,dinheiro,Rio de Janeiro,229.5
471.930.256-43,22:53,29/08/2022,Leite,12.3,3,18,Julia,cartão_debito,Rio Grande do Sul,36.9
472.150.963-43,12:08,14/08/2022,Macarrão,22.6,6,13,Julia,cartão_debito,São Paulo,135.6
307.584.126-90,11:11,04/08/2022,Macarrão,22.6,7,7,Pietra,pix,Rio Grande do Sul,158.2
532.471.968-46,14:14,16/08/2022,Açúcar,25.5,10,7,Pietra,pix,Rio de Janeiro,255.0
538.246.190-24,18:19,16/08/2022,Óleo,18.4,9,17,Elisa,cartão_credito,Rio Grande do Sul,165.6
381.924.560-05,13:47,04/08/2022,Feijão,15.5,2,4,Brenda,cartão_debito,Rio de Janeiro,31.0
031.246.895-42,15:43,16/08/2022,Macarrão,22.6,9,14,Evelyn,dinheiro,Espírito Santo,203.4
902.574.863-56,10:13,20/08/2022,Óleo,18.4,1,11,Brenda,dinheiro,Rio Grande do Sul,18.4
310.874.529-88,20:57,06/08/2022,Açúcar,25.5,7,6,Brenda,cartão_debito,São Paulo,178.5
046.957.132-25,18:50,19/08/2022,Arroz,21.7,10,5,Pietra,cartão_debito,Bahia,217.0
439.105.278-41,10:48,30/08/2022,Arroz,21.7,8,21,Pietra,dinheiro,Rio de Janeiro,173.6
035.821.647-80,11:16,14/08/2022,Açúcar,25.5,7,4,Brenda,cartão_credito,Espírito Santo,178.5
097.516.842-85,19:41,01/08/2022,Arroz,21.7,5,7,Cecília,dinheiro,São Paulo,108.5
932.180.476-50,14:46,28/08/2022,Açúcar,25.5,1,2,Elisa,dinheiro,Rio de Janeiro,25.5
309.642.875-10,11:23,13/08/2022,Leite,12.3,8,6,Elisa,dinheiro,São Paulo,98.4
962.845.173-19,09:47,24/08/2022,Leite,12.3,8,12,Pietra,cartão_debito,Espírito Santo,98.4
520.137.684-35,20:24,08/08/2022,Carne,37.0,10,12,Pietra,cartão_credito,Rio Grande do Sul,370.0
023.641.597-25,10:12,30/08/2022,Carne,37.0,1,1,Brenda,cartão_debito,Minas Gerais,37.0
576.420.183-71,08:14,02/08/2022,Leite,12.3,1,20,Julia,pix,São Paulo,12.3
314.950.268-33,11:31,09/08/2022,Arroz,21.7,8,9,Evelyn,pix,Minas Gerais,173.6
485.230.967-10,10:36,15/08/2022,Arroz,21.7,4,6,Evelyn,cartão_credito,Bahia,86.8
721.048.935-50,21:44,25/08/2022,Arroz,21.7,8,20,Evelyn,pix,São Paulo,173.6
329.175.640-16,18:52,25/08/2022,Macarrão,22.6,7,2,Brenda,pix,Rio Grande do Sul,158.2
860.253.971-12,15:30,11/08/2022,Arroz,21.7,2,15,Evelyn,cartão_credito,Minas Gerais,43.4
916.847.520-94,14:24,24/08/2022,Açúcar,25.5,3,19,Cecília,cartão_credito,São Paulo,76.5
028.197.563-95,22:19,17/08/2022,Macarrão,22.6,8,17,Evelyn,cartão_debito,Rio de Janeiro,180.8
609.472.153-52,11:09,29/08/2022,Leite,12.3,1,18,Cecília,cartão_credito,Rio Grande do Sul,12.3
526.813.470-17,11:03,11/08/2022,Arroz,21.7,1,3,Evelyn,dinheiro,Espírito Santo,21.7
702.589.631-40,10:08,17/08/2022,Carne,37.0,8,17,Evelyn,cartão_debito,Rio de Janeiro,296.0
075.496.231-80,17:27,17/08/2022,Açúcar,25.5,4,13,Elisa,cartão_debito,Rio Grande do Sul,102.0
396.417.250-25,19:15,12/08/2022,Carne,37.0,9,7,Cecília,pix,São Paulo,333.0
823.619.754-91,20:06,20/08/2022,Leite,12.3,4,16,Julia,pix,Minas Gerais,49.2
167.430.859-01,19:44,22/08/2022,Feijão,15.5,6,16,Julia,cartão_debito,Bahia,93.0
083.524.697-38,18:36,18/08/2022,Carne,37.0,10,17,Cecília,dinheiro,Rio Grande do Sul,370.0
485.230.967-10,22:54,17/08/2022,Arroz,21.7,4,7,Elisa,pix,Bahia,86.8
261.035.748-62,18:39,04/08/2022,Macarrão,22.6,10,8,Cecília,cartão_credito,São Paulo,226.0
075.382.941-04,17:26,15/08/2022,Leite,12.3,1,17,Pietra,cartão_credito,Rio Grande do Sul,12.3
953.812.740-41,20:22,02/08/2022,Leite,12.3,5,6,Cecília,cartão_credito,Rio Grande do Sul,61.5
857.123.064-17,08:35,11/08/2022,Macarrão,22.6,5,6,Pietra,dinheiro,Rio Grande do Sul,113.0
586.793.214-19,11:50,11/08/2022,Feijão,15.5,9,11,Brenda,pix,Bahia,139.5
681.405.937-10,10:23,03/08/2022,Açúcar,25.5,10,10,Evelyn,pix,Minas Gerais,255.0
960.342.517-61,10:44,02/08/2022,Carne,37.0,7,9,Evelyn,pix,Rio Grande do Sul,259.0
863.179.450-39,08:46,20/08/2022,Carne,37.0,1,1,Pietra,cartão_debito,Minas Gerais,37.0
708.439.615-20,08:17,17/08/2022,Feijão,15.5,10,13,Elisa,dinheiro,São Paulo,155.0
430.621.975-52,18:47,18/08/2022,Açúcar,25.5,1,18,Elisa,pix,Rio Grande do Sul,25.5
124.863.970-78,17:48,15/08/2022,Arroz,21.7,5,19,Pietra,cartão_credito,Rio Grande do Sul,108.5
873.092.145-79,11:24,05/08/2022,Carne,37.0,7,10,Evelyn,cartão_credito,Minas Gerais,259.0
906.412.853-70,16:40,17/08/2022,Macarrão,22.6,5,20,Julia,cartão_debito,Minas Gerais,113.0
169.073.452-34,13:45,02/08/2022,Feijão,15.5,8,21,Pietra,dinheiro,Rio de Janeiro,124.0
873.092.145-79,19:01,19/08/2022,Óleo,18.4,7,18,Pietra,cartão_debito,Bahia,128.8
235.176.894-91,13:58,22/08/2022,Arroz,21.7,2,5,Evelyn,cartão_debito,Espírito Santo,43.4
571.086.342-44,20:16,26/08/2022,Leite,12.3,3,21,Evelyn,cartão_credito,Rio Grande do Sul,36.9
456.398.207-56,19:42,29/08/2022,Arroz,21.7,1,15,Elisa,dinheiro,São Paulo,21.7
764.023.895-10,21:54,11/08/2022,Carne,37.0,4,5,Brenda,cartão_credito,Rio Grande do Sul,148.0
204.735.869-83,15:00,15/08/2022,Carne,37.0,7,1,Elisa,cartão_credito,Rio Grande do Sul,259.0
920.871.346-69,20:17,26/08/2022,Macarrão,22.6,10,1,Brenda,cartão_credito,Bahia,226.0
587.126.390-95,13:03,13/08/2022,Carne,37.0,1,18,Evelyn,cartão_debito,Bahia,37.0
730.841.695-00,16:58,23/08/2022,Leite,12.3,5,18,Brenda,pix,Rio Grande do Sul,61.5
019.352.784-79,22:04,29/08/2022,Carne,37.0,5,9,Brenda,cartão_debito,Bahia,185.0
924.176.035-43,19:31,26/08/2022,Leite,12.3,6,10,Evelyn,cartão_credito,Rio de Janeiro,73.8
713.029.586-40,17:48,23/08/2022,Arroz,21.7,1,12,Elisa,cartão_debito,Rio Grande do Sul,21.7
526.813.470-17,11:57,07/08/2022,Arroz,21.7,7,4,Evelyn,cartão_credito,São Paulo,151.9
538.246.190-24,09:17,29/08/2022,Feijão,15.5,10,16,Cecília,cartão_credito,Rio de Janeiro,155.0
672.084.193-96,16:08,21/08/2022,Óleo,18.4,3,16,Evelyn,cartão_credito,Rio de Janeiro,55.2
341.268.507-08,21:41,14/08/2022,Leite,12.3,5,15,Elisa,pix,Rio de Janeiro,61.5
428.150.739-60,09:51,04/08/2022,Macarrão,22.6,8,2,Julia,cartão_debito,Rio Grande do Sul,180.8
430.621.975-52,10:00,03/08/2022,Carne,37.0,4,3,Cecília,cartão_credito,São Paulo,148.0
294.510.637-06,15:43,30/08/2022,Óleo,18.4,7,2,Julia,pix,Minas Gerais,128.8
807.953.164-10,15:37,15/08/2022,Óleo,18.4,2,2,Elisa,dinheiro,Bahia,36.8
248.736.901-96,13:11,25/08/2022,Óleo,18.4,9,12,Pietra,cartão_credito,Minas Gerais,165.6
629.580.731-30,18:02,25/08/2022,Carne,37.0,1,13,Brenda,pix,Minas Gerais,37.0
016.897.423-13,18:59,04/08/2022,Macarrão,22.6,9,7,Evelyn,cartão_credito,Rio de Janeiro,203.4
185.920.347-79,15:26,30/08/2022,Óleo,18.4,8,10,Pietra,pix,Minas Gerais,147.2
167.529.304-06,15:48,20/08/2022,Arroz,21.7,10,2,Cecília,cartão_credito,Bahia,217.0
536.742.981-55,18:04,14/08/2022,Arroz,21.7,2,14,Cecília,cartão_credito,São Paulo,43.4
962.351.780-77,20:30,02/08/2022,Macarrão,22.6,9,4,Pietra,cartão_credito,Bahia,203.4
745.802.619-76,19:44,02/08/2022,Açúcar,25.5,4,13,Pietra,dinheiro,Rio Grande do Sul,102.0
930.647.215-34,12:43,04/08/2022,Óleo,18.4,2,16,Elisa,dinheiro,São Paulo,36.8
013.695.874-57,12:15,23/08/2022,Leite,12.3,1,19,Cecília,dinheiro,Minas Gerais,12.3
803.671.942-87,09:41,17/08/2022,Arroz,21.7,7,14,Cecília,cartão_debito,Bahia,151.9
069.372.514-16,20:34,04/08/2022,Feijão,15.5,2,20,Evelyn,pix,Rio Grande do Sul,31.0
752.194.308-23,19:22,02/08/2022,Arroz,21.7,2,18,Elisa,cartão_debito,São Paulo,43.4
743.291.086-31,10:26,25/08/2022,Arroz,21.7,2,20,Elisa,cartão_credito,Rio de Janeiro,43.4
690.158.234-05,13:00,30/08/2022,Carne,37.0,7,15,Evelyn,cartão_debito,São Paulo,259.0
295.143.786-28,11:52,16/08/2022,Açúcar,25.5,1,5,Pietra,cartão_credito,São Paulo,25.5
853.910.724-41,11:27,25/08/2022,Arroz,21.7,3,14,Cecília,cartão_credito,Espírito Santo,65.1
406.871.953-57,11:12,25/08/2022,Arroz,21.7,4,9,Evelyn,dinheiro,Rio de Janeiro,86.8
916.847.520-94,12:51,29/08/2022,Arroz,21.7,4,12,Julia,cartão_credito,Minas Gerais,86.8
684.752.039-65,10:09,21/08/2022,Arroz,21.7,7,12,Pietra,cartão_debito,Bahia,151.9
035.821.647-80,21:15,13/08/2022,Carne,37.0,5,7,Elisa,cartão_debito,Minas Gerais,185.0
395.120.768-02,15:24,12/08/2022,Óleo,18.4,10,15,Cecília,dinheiro,Espírito Santo,184.0
640.187.392-22,10:41,24/08/2022,Feijão,15.5,7,21,Pietra,cartão_credito,São Paulo,108.5
514.807.639-93,18:06,13/08/2022,Arroz,21.7,1,5,Brenda,dinheiro,Espírito Santo,21.7
169.073.452-34,10:08,29/08/2022,Feijão,15.5,9,2,Cecília,pix,Minas Gerais,139.5
309.642.875-10,10:29,19/08/2022,Macarrão,22.6,10,10,Evelyn,cartão_credito,Espírito Santo,226.0
043.967.128-04,17:13,18/08/2022,Leite,12.3,6,10,Brenda,cartão_credito,Rio de Janeiro,73.8
157.430.968-48,12:11,26/08/2022,Arroz,21.7,3,13,Cecília,cartão_debito,Rio de Janeiro,65.1
807.953.164-10,15:07,02/08/2022,Óleo,18.4,9,7,Brenda,cartão_debito,Espírito Santo,165.6
798.651.324-19,16:13,07/08/2022,Arroz,21.7,8,12,Cecília,cartão_debito,Minas Gerais,173.6
097.516.842-85,12:04,04/08/2022,Óleo,18.4,3,17,Julia,cartão_debito,Rio Grande do Sul,55.2
257.631.980-77,13:39,03/08/2022,Leite,12.3,2,2,Julia,pix,Rio Grande do Sul,24.6
752.091.843-23,18:05,23/08/2022,Arroz,21.7,7,20,Julia,cartão_credito,Minas Gerais,151.9
726.394.801-03,16:32,13/08/2022,Arroz,21.7,7,20,Julia,cartão_debito,Rio Grande do Sul,151.9
538.246.190-24,12:46,11/08/2022,Macarrão,22.6,4,4,Evelyn,cartão_debito,Rio de Janeiro,90.4
713.029.586-40,18:44,28/08/2022,Macarrão,22.6,8,6,Elisa,cartão_credito,São Paulo,180.8
930.647.215-34,15:27,16/08/2022,Arroz,21.7,3,21,Cecília,cartão_credito,Bahia,65.1
031.246.895-42,18:51,19/08/2022,Feijão,15.5,5,21,Cecília,cartão_credito,Espírito Santo,77.5
764.023.895-10,16:12,27/08/2022,Carne,37.0,3,5,Julia,cartão_credito,Minas Gerais,111.0
293.816.540-42,16:20,04/08/2022,Leite,12.3,10,21,Pietra,cartão_credito,Rio Grande do Sul,123.0
794.352.610-43,15:01,05/08/2022,Arroz,21.7,9,20,Cecília,cartão_credito,Minas Gerais,195.3
465.291.078-94,08:53,12/08/2022,Óleo,18.4,9,18,Evelyn,cartão_debito,Bahia,165.6
602.159.748-67,14:42,19/08/2022,Óleo,18.4,4,1,Elisa,cartão_debito,Espírito Santo,73.6
640.187.392-22,13:44,06/08/2022,Leite,12.3,7,19,Evelyn,dinheiro,Minas Gerais,86.1
389.670.412-50,14:40,24/08/2022,Arroz,21.7,5,2,Cecília,cartão_credito,Rio Grande do Sul,108.5
645.021.897-58,18:31,25/08/2022,Leite,12.3,7,3,Elisa,cartão_debito,São Paulo,86.1
295.143.786-28,14:03,01/08/2022,Macarrão,22.6,5,12,Elisa,cartão_credito,Minas Gerais,113.0
075.496.231-80,11:42,20/08/2022,Leite,12.3,5,18,Evelyn,cartão_credito,Minas Gerais,61.5
803.671.942-87,08:03,27/08/2022,Óleo,18.4,2,15,Cecília,pix,Rio Grande do Sul,36.8
953.812.740-41,09:01,13/08/2022,Arroz,21.7,1,14,Elisa,pix,Rio Grande do Sul,21.7
541.780.329-41,14:15,13/08/2022,Feijão,15.5,10,12,Cecília,cartão_debito,Espírito Santo,155.0
381.924.560-05,12:53,27/08/2022,Arroz,21.7,1,8,Julia,pix,Minas Gerais,21.7
715.408.326-35,20:27,20/08/2022,Macarrão,22.6,2,15,Brenda,pix,São Paulo,45.2
321.047.865-17,18:40,14/08/2022,Feijão,15.5,5,1,Julia,pix,Rio Grande do Sul,77.5
694.057.213-99,18:19,30/08/2022,Arroz,21.7,9,10,Evelyn,cartão_credito,Bahia,195.3
471.930.256-43,18:39,09/08/2022,Carne,37.0,10,12,Julia,pix,Rio Grande do Sul,370.0
316.508.942-60,13:50,12/08/2022,Açúcar,25.5,7,17,Elisa,pix,São Paulo,178.5
013.695.874-57,22:54,28/08/2022,Macarrão,22.6,2,1,Evelyn,dinheiro,Rio Grande do Sul,45.2
351.809.762-86,12:56,14/08/2022,Óleo,18.4,6,8,Brenda,cartão_credito,Bahia,110.4
329.175.640-16,22:46,23/08/2022,Feijão,15.5,8,7,Cecília,pix,São Paulo,124.0
203.968.541-33,15:09,01/08/2022,Macarrão,22.6,7,1,Julia,cartão_debito,Espírito Santo,158.2
860.253.971-12,19:37,25/08/2022,Carne,37.0,10,10,Pietra,pix,Rio de Janeiro,370.0
791.256.340-70,19:35,13/08/2022,Carne,37.0,1,6,Evelyn,cartão_debito,Bahia,37.0
167.425.803-80,17:15,02/08/2022,Açúcar,25.5,10,13,Julia,dinheiro,Rio de Janeiro,255.0
035.921.678-12,14:14,01/08/2022,Leite,12.3,7,17,Julia,cartão_credito,Espírito Santo,86.1
714.953.026-52,11:11,25/08/2022,Carne,37.0,3,15,Elisa,pix,Rio de Janeiro,111.0
406.871.953-57,13:13,25/08/2022,Feijão,15.5,9,15,Julia,cartão_credito,Rio de Janeiro,139.5
602.941.375-99,09:48,03/08/2022,Açúcar,25.5,5,20,Cecília,pix,São Paulo,127.5
321.047.865-17,22:51,01/08/2022,Carne,37.0,10,2,Cecília,pix,Minas Gerais,370.0
872.043.615-71,08:38,08/08/2022,Óleo,18.4,8,7,Julia,dinheiro,São Paulo,147.2
759.243.068-10,15:01,16/08/2022,Leite,12.3,5,15,Elisa,pix,Bahia,61.5
851.469.732-37,18:18,26/08/2022,Arroz,21.7,3,12,Julia,pix,Minas Gerais,65.1
504.361.289-42,17:51,25/08/2022,Leite,12.3,2,5,Evelyn,dinheiro,Bahia,24.6
745.802.619-76,18:00,07/08/2022,Arroz,21.7,5,11,Julia,pix,São Paulo,108.5
609.472.153-52,16:06,14/08/2022,Feijão,15.5,7,16,Pietra,pix,Minas Gerais,108.5
587.230.694-65,22:06,03/08/2022,Arroz,21.7,8,6,Cecília,pix,Minas Gerais,173.6
906.412.853-70,14:17,28/08/2022,Leite,12.3,4,9,Evelyn,dinheiro,Rio de Janeiro,49.2
514.380.692-51,12:06,15/08/2022,Arroz,21.7,6,20,Evelyn,pix,Rio Grande do Sul,130.2
713.029.586-40,21:02,01/08/2022,Leite,12.3,5,8,Brenda,cartão_debito,Bahia,61.5
564.972.318-46,22:58,19/08/2022,Leite,12.3,3,2,Evelyn,cartão_debito,Minas Gerais,36.9
702.589.631-40,16:55,24/08/2022,Açúcar,25.5,10,15,Elisa,pix,Minas Gerais,255.0
018.395.246-42,14:26,06/08/2022,Feijão,15.5,7,20,Julia,dinheiro,Espírito Santo,108.5
860.253.971-12,20:35,25/08/2022,Feijão,15.5,8,5,Pietra,dinheiro,Rio de Janeiro,124.0
786.429.301-87,20:58,07/08/2022,Carne,37.0,2,21,Brenda,pix,São Paulo,74.0
106.372.948-31,12:58,01/08/2022,Óleo,18.4,6,20,Julia,pix,Espírito Santo,110.4
054.729.816-11,13:37,24/08/2022,Macarrão,22.6,7,16,Cecília,cartão_debito,Espírito Santo,158.2
172.034.986-03,22:04,08/08/2022,Leite,12.3,3,1,Pietra,pix,Rio de Janeiro,36.9
106.372.948-31,20:03,04/08/2022,Macarrão,22.6,2,12,Pietra,pix,Bahia,45.2
645.021.897-58,16:12,05/08/2022,Leite,12.3,2,19,Julia,dinheiro,São Paulo,24.6
931.570.628-59,16:11,02/08/2022,Carne,37.0,4,2,Elisa,cartão_debito,Rio de Janeiro,148.0
320.791.456-06,12:35,07/08/2022,Feijão,15.5,8,19,Pietra,cartão_debito,São Paulo,124.0
376.028.415-90,12:40,02/08/2022,Açúcar,25.5,10,7,Elisa,dinheiro,Minas Gerais,255.0
321.045.789-14,11:20,05/08/2022,Óleo,18.4,6,1,Elisa,cartão_debito,Bahia,110.4
158.403.962-06,17:45,26/08/2022,Macarrão,22.6,5,19,Brenda,pix,Minas Gerais,113.0
487.596.230-47,16:04,02/08/2022,Carne,37.0,8,12,Julia,cartão_debito,São Paulo,296.0
965.073.418-00,12:07,09/08/2022,Macarrão,22.6,2,11,Brenda,cartão_debito,Bahia,45.2
672.398.541-91,18:07,27/08/2022,Feijão,15.5,3,10,Cecília,cartão_credito,Bahia,46.5
532.471.968-46,11:19,28/08/2022,Arroz,21.7,10,8,Pietra,cartão_debito,Rio de Janeiro,217.0
965.084.231-42,10:55,19/08/2022,Leite,12.3,2,19,Cecília,cartão_debito,Rio de Janeiro,24.6
935.416.820-51,09:36,19/08/2022,Leite,12.3,4,10,Evelyn,dinheiro,São Paulo,49.2
189.463.025-42,10:04,25/08/2022,Óleo,18.4,8,18,Evelyn,dinheiro,Minas Gerais,147.2
367.402.891-31,08:51,09/08/2022,Macarrão,22.6,4,4,Elisa,pix,Rio de Janeiro,90.4
695.012.834-70,11:55,09/08/2022,Açúcar,25.5,8,4,Evelyn,dinheiro,Rio de Janeiro,204.0
432.186.597-28,16:02,22/08/2022,Óleo,18.4,2,11,Elisa,dinheiro,Rio Grande do Sul,36.8
381.905.264-05,20:08,26/08/2022,Açúcar,25.5,4,17,Pietra,cartão_debito,Rio de Janeiro,102.0
768.532.914-09,19:17,19/08/2022,Açúcar,25.5,10,9,Pietra,cartão_credito,Rio Grande do Sul,255.0
943.806.257-29,16:00,26/08/2022,Arroz,21.7,8,13,Evelyn,dinheiro,Minas Gerais,173.6
931.570.628-59,22:10,11/08/2022,Macarrão,22.6,10,6,Elisa,cartão_credito,Minas Gerais,226.0
106.984.375-00,17:24,24/08/2022,Macarrão,22.6,9,20,Elisa,cartão_debito,Rio Grande do Sul,203.4
184.279.063-31,16:26,01/08/2022,Arroz,21.7,6,10,Cecília,cartão_credito,Rio de Janeiro,130.2
123.596.487-64,10:49,15/08/2022,Açúcar,25.5,5,10,Elisa,cartão_debito,Minas Gerais,127.5
810.396.425-51,13:20,20/08/2022,Macarrão,22.6,1,19,Evelyn,cartão_debito,Minas Gerais,22.6
321.047.865-17,18:56,08/08/2022,Óleo,18.4,1,1,Cecília,dinheiro,São Paulo,18.4
316.508.942-60,17:49,23/08/2022,Macarrão,22.6,10,1,Brenda,cartão_credito,São Paulo,226.0
189.463.025-42,22:37,20/08/2022,Carne,37.0,10,11,Elisa,cartão_debito,Bahia,370.0
617.089.243-96,15:05,17/08/2022,Feijão,15.5,1,10,Julia,dinheiro,Rio Grande do Sul,15.5
192.468.375-09,21:58,20/08/2022,Leite,12.3,5,4,Elisa,cartão_debito,Rio Grande do Sul,61.5
195.862.743-73,12:00,26/08/2022,Macarrão,22.6,7,13,Pietra,cartão_debito,São Paulo,158.2
645.238.179-28,17:36,13/08/2022,Carne,37.0,9,5,Brenda,cartão_debito,Rio de Janeiro,333.0
280.473.961-96,15:25,21/08/2022,Açúcar,25.5,6,3,Elisa,dinheiro,São Paulo,153.0
812.074.953-79,20:54,19/08/2022,Arroz,21.7,2,14,Pietra,cartão_credito,Rio Grande do Sul,43.4
586.793.214-19,19:25,02/08/2022,Carne,37.0,8,3,Evelyn,cartão_debito,Minas Gerais,296.0
184.279.063-31,12:23,09/08/2022,Leite,12.3,1,20,Elisa,cartão_debito,Rio de Janeiro,12.3
196.870.235-03,16:11,09/08/2022,Feijão,15.5,9,12,Julia,dinheiro,Rio Grande do Sul,139.5
973.058.461-39,15:03,10/08/2022,Açúcar,25.5,4,9,Brenda,cartão_debito,Minas Gerais,102.0
031.246.895-42,20:09,24/08/2022,Feijão,15.5,7,17,Julia,cartão_debito,São Paulo,108.5
672.084.193-96,14:53,17/08/2022,Arroz,21.7,1,2,Cecília,cartão_debito,Espírito Santo,21.7
459.817.026-30,10:40,14/08/2022,Açúcar,25.5,3,6,Pietra,cartão_debito,Espírito Santo,76.5
485.230.967-10,16:05,29/08/2022,Feijão,15.5,2,3,Cecília,pix,Espírito Santo,31.0
